2.474000000000000000e+03,7.000000000000000000e+00
4.013000000000000000e+03,7.000000000000000000e+00
4.025000000000000000e+03,7.049999999999999822e+00
3.892000000000000000e+03,7.200000000000000178e+00
4.023000000000000000e+03,7.250000000000000000e+00
3.957000000000000000e+03,7.100000000000000533e+00
3.920000000000000000e+03,7.099999999999999645e+00
3.902000000000000000e+03,7.150000000000000355e+00
3.853000000000000000e+03,7.350000000000000533e+00
3.824000000000000000e+03,7.000000000000000000e+00
3.882000000000000000e+03,7.200000000000000178e+00
3.883000000000000000e+03,7.299999999999999822e+00
3.835000000000000000e+03,7.149999999999999467e+00
3.883000000000000000e+03,7.099999999999999645e+00
3.873000000000000000e+03,7.250000000000000000e+00
3.882000000000000000e+03,7.300000000000000711e+00
3.842000000000000000e+03,7.250000000000000000e+00
3.879000000000000000e+03,7.199999999999999289e+00
3.879000000000000000e+03,7.349999999999999645e+00
3.776000000000000000e+03,7.150000000000000355e+00
3.830000000000000000e+03,7.349999999999999645e+00
3.873000000000000000e+03,7.000000000000000000e+00
4.194000000000000000e+03,7.399999999999999467e+00
4.260000000000000000e+03,7.049999999999999822e+00
4.061000000000000000e+03,7.349999999999999645e+00
3.938000000000000000e+03,7.000000000000000000e+00
3.940000000000000000e+03,7.049999999999999822e+00
3.956000000000000000e+03,7.450000000000000178e+00
3.884000000000000000e+03,7.300000000000000711e+00
3.866000000000000000e+03,7.200000000000000178e+00
3.825000000000000000e+03,7.150000000000000355e+00
3.949000000000000000e+03,7.250000000000000000e+00
3.932000000000000000e+03,7.500000000000000000e+00
3.967000000000000000e+03,7.250000000000000000e+00
3.960000000000000000e+03,7.299999999999999822e+00
3.885000000000000000e+03,7.500000000000000000e+00
3.905000000000000000e+03,7.200000000000000178e+00
3.959000000000000000e+03,7.400000000000000355e+00
3.984000000000000000e+03,7.399999999999999467e+00
3.918000000000000000e+03,7.250000000000000000e+00
3.947000000000000000e+03,7.049999999999999822e+00
3.901000000000000000e+03,7.450000000000000178e+00
4.053000000000000000e+03,7.349999999999999645e+00
4.100000000000000000e+03,7.400000000000000355e+00
3.911000000000000000e+03,7.449999999999999289e+00
3.958000000000000000e+03,7.500000000000000000e+00
3.755000000000000000e+03,7.300000000000000711e+00
3.925000000000000000e+03,7.299999999999999822e+00
3.890000000000000000e+03,7.250000000000000000e+00
3.918000000000000000e+03,7.300000000000000711e+00
3.884000000000000000e+03,7.300000000000000711e+00
3.911000000000000000e+03,7.299999999999999822e+00
3.834000000000000000e+03,7.500000000000000000e+00
3.769000000000000000e+03,7.250000000000000000e+00
3.767000000000000000e+03,7.099999999999999645e+00
3.797000000000000000e+03,7.199999999999999289e+00
3.720000000000000000e+03,7.199999999999999289e+00
